task_id,task_date,city,organisation_unit,task_type,execution_mode,minutes_spent,errors_found,human_review,outcome,confidence_rating,staff_sentiment,comment,tool_version
TASK-0563,2026-05-13,Odense,HR,Data Entry,Manual,48.6,3,No,Completed,3.4,Neutral,No error was found after review.,v1.1
TASK-0564,2026-05-16,Aarhus,HR,Data Entry,Automated,25.6,2,No,Completed,3.1,Neutral,The automated step failed and required manual work.,v1.2
TASK-0565,2026-05-19,Copenhagen,HR,Document Check,AI-assisted,31.4,2,No,Completed,3.0,Neutral,The result was clear and useful.,v1.0
TASK-0566,2026-05-22,Aalborg,Procurement,Document Check,Manual,39.6,2,No,Completed,3.5,Neutral,Human review caught an important error.,v1.1
TASK-0567,2026-05-25,Odense,Procurement,Document Check,Automated,26.2,4,Yes,Needs correction,2.6,Concerned,The process was faster and staff felt positive.,v1.2
TASK-0568,2026-05-01,Aarhus,Procurement,Document Check,Manual,54.2,0,No,Completed,4.2,Positive,The tool was not suitable for this exception.,v1.0
TASK-0569,2026-05-04,Copenhagen,Procurement,Scheduling,Automated,18.0,1,Yes,Completed,3.5,Neutral,The task was faster but still needed human review.,v1.1
TASK-0570,2026-05-07,Aalborg,Procurement,Scheduling,AI-assisted,22.6,2,No,Completed,3.3,Neutral,Staff did not trust the first suggestion.,v1.2
TASK-0571,2026-05-10,Odense,Communications,Scheduling,Manual,36.1,0,No,Completed,4.7,Positive,No error was found after review.,v1.0
TASK-0572,2026-05-13,Aarhus,Communications,Scheduling,Automated,25.1,5,Yes,Needs correction,1.8,Concerned,The automated step failed and required manual work.,v1.1
TASK-0573,2026-05-16,Copenhagen,Communications,Status Update,AI-assisted,31.5,2,Yes,Completed,3.3,Neutral,The result was clear and useful.,v1.2
TASK-0574,2026-05-19,Aalborg,Communications,Status Update,Manual,50.5,2,No,Completed,3.3,Neutral,Human review caught an important error.,v1.0
TASK-0575,2026-05-22,Odense,Communications,Status Update,Automated,17.2,2,Yes,Completed,4.2,Positive,The process was faster and staff felt positive.,v1.1
TASK-0576,2026-05-25,Aarhus,Finance,Status Update,AI-assisted,47.6,2,Yes,Completed,3.6,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0008,2026-01-22,Aarhus,Citizen Services,Document Check,Automated,14.1,3,Yes,Completed,3.0,Neutral,The tool was not suitable for this exception.,v1.1
TASK-0141,2026-02-16,Copenhagen,Procurement,Data Entry,AI-assisted,32.5,2,Yes,Completed,2.9,Concerned,The result was clear and useful.,v1.2
TASK-0321,2026-05-16,Copenhagen,Communications,Data Entry,Automated,18.4,2,Yes,Completed,3.4,Neutral,The task was faster but still needed human review.,v1.2
TASK-0501,2026-02-16,Copenhagen,Finance,Data Entry,Manual,45.2,0,No,Completed,4.3,Positive,The result was clear and useful.,v1.2
