session_id,session_date,city,centre,support_topic,age_band,access_mode,wait_minutes,session_minutes,resolved,follow_up_needed,satisfaction_score,staff_role,resolved_clean,follow_up_needed_clean,session_date_clean,report_month,wait_minutes_clean,session_minutes_clean,satisfaction_score_clean,flag_invalid_wait,flag_invalid_duration,flag_invalid_satisfaction,flag_invalid_date,flag_followup_contradiction,flag_repeated_id,notes_raw,notes_clean
SES-0321,2026-06-08,Copenhagen,Library Hub,Email & Documents,18–29,Centre device,1.9,27.5,Yes,No,4.5,Librarian,Yes,No,2026-06-08,2026-06,1.9,27.5,4.5,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0322,2026-06-13,Aalborg,Library Hub,Email & Documents,30–44,Phone support,15.2,47.7,Yes,No,3.8,Volunteer,Yes,No,2026-06-13,2026-06,15.2,47.7,3.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0323,2026-06-18,Odense,Library Hub,Email & Documents,45–59,Own device,15.8,78.3,Yes,No,4.2,Advisor,Yes,No,2026-06-18,2026-06,15.8,78.3,4.2,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0324,2026-06-23,Aarhus,Library Hub,Email & Documents,60+,Centre device,17.6,44.7,Yes,No,3.4,Librarian,Yes,No,2026-06-23,2026-06,17.6,44.7,3.4,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0325,2026-01-01,Copenhagen,Citizen Centre,Email & Documents,18–29,Phone support,15.8,8.0,No,Yes,3.5,Volunteer,No,Yes,2026-01-01,2026-01,15.8,8.0,3.5,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0326,2026-01-06,Aalborg,Citizen Centre,Digital ID,30–44,Own device,5.2,33.6,Yes,No,4.4,Advisor,Yes,No,2026-01-06,2026-01,5.2,33.6,4.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0327,2026-01-11,Odense,Citizen Centre,Digital ID,45–59,Centre device,18.9,23.3,No,Yes,3.5,Librarian,No,Yes,2026-01-11,2026-01,18.9,23.3,3.5,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0328,2026-01-16,Aarhus,Citizen Centre,Digital ID,60+,Phone support,14.9,47.6,Yes,No,3.8,Volunteer,Yes,No,2026-01-16,2026-01,14.9,47.6,3.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0329,2026-01-21,Copenhagen,Community Lab,Digital ID,18–29,Own device,10.9,58.6,No,Yes,3.9,Advisor,No,Yes,2026-01-21,2026-01,10.9,58.6,3.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0330,2026-01-26,Aalborg,Community Lab,Digital ID,30–44,Centre device,16.8,37.0,Yes,No,4.3,Librarian,Yes,No,2026-01-26,2026-01,16.8,37.0,4.3,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0331,2026-01-04,Odense,Community Lab,Online Benefits,45–59,Own device,12.0,47.3,Yes,No,3.5,Volunteer,Yes,No,2026-01-04,2026-01,12.0,47.3,3.5,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0332,2026-01-09,Aarhus,Community Lab,Online Benefits,60+,Centre device,10.0,39.3,No,Yes,5.0,Advisor,No,Yes,2026-01-09,2026-01,10.0,39.3,5.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0333,2026-01-14,Copenhagen,Mobile Desk,Online Benefits,18–29,Phone support,11.7,45.3,Yes,No,3.7,Librarian,Yes,No,2026-01-14,2026-01,11.7,45.3,3.7,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0334,2026-01-19,Aalborg,Mobile Desk,Online Benefits,30–44,Own device,7.6,31.2,Yes,No,4.1,Volunteer,Yes,No,2026-01-19,2026-01,7.6,31.2,4.1,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0335,2026-01-24,Odense,Mobile Desk,Online Benefits,45–59,Centre device,22.9,37.2,Yes,No,3.1,Advisor,Yes,No,2026-01-24,2026-01,22.9,37.2,3.1,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0336,2026-01-02,Aarhus,Mobile Desk,Job Portal,60+,Phone support,17.8,37.0,Yes,No,3.6,Librarian,Yes,No,2026-01-02,2026-01,17.8,37.0,3.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0337,2026-01-07,Copenhagen,Library Hub,Job Portal,18–29,Own device,7.2,12.9,Yes,No,5.0,Volunteer,Yes,No,2026-01-07,2026-01,7.2,12.9,5.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0338,2026-01-12,Aalborg,Library Hub,Job Portal,30–44,Centre device,20.4,44.9,No,No,3.9,Advisor,No,No,2026-01-12,2026-01,20.4,44.9,3.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0339,2026-01-17,Odense,Library Hub,Job Portal,45–59,Phone support,3.5,50.2,Yes,No,3.9,Librarian,Yes,No,2026-01-17,2026-01,3.5,50.2,3.9,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0340,2026-01-22,Aarhus,Library Hub,Job Portal,60+,Own device,8.2,55.4,Yes,No,5.0,Volunteer,Yes,No,2026-01-22,2026-01,8.2,55.4,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0341,2026-01-27,Copenhagen,Citizen Centre,Health Booking,18–29,Centre device,11.6,54.9,No,Yes,4.3,Advisor,No,Yes,2026-01-27,2026-01,11.6,54.9,4.3,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0342,2026-01-05,Aalborg,Citizen Centre,Health Booking,30–44,Own device,12.7,22.2,Yes,No,4.8,Librarian,Yes,No,2026-01-05,2026-01,12.7,22.2,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0343,2026-02-10,Odense,Citizen Centre,Health Booking,45–59,Centre device,12.9,23.5,No,Yes,4.0,Volunteer,No,Yes,2026-02-10,2026-02,12.9,23.5,4.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0344,2026-02-15,Aarhus,Citizen Centre,Health Booking,60+,Phone support,14.4,65.5,Yes,No,3.5,Advisor,Yes,No,2026-02-15,2026-02,14.4,65.5,3.5,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0345,2026-02-20,Copenhagen,Community Lab,Health Booking,18–29,Own device,25.1,37.9,Yes,No,4.0,Librarian,Yes,No,2026-02-20,2026-02,25.1,37.9,4.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0346,2026-02-25,Aalborg,Community Lab,Email & Documents,30–44,Centre device,12.7,41.1,Yes,No,3.4,Volunteer,Yes,No,2026-02-25,2026-02,12.7,41.1,3.4,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0347,2026-02-03,Odense,Community Lab,Email & Documents,45–59,Phone support,0.0,41.7,Yes,No,4.8,Advisor,Yes,No,2026-02-03,2026-02,0.0,41.7,4.8,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0348,2026-02-08,Aarhus,Community Lab,Email & Documents,60+,Own device,13.7,40.8,Yes,No,4.1,Librarian,Yes,No,2026-02-08,2026-02,13.7,40.8,4.1,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0349,2026-02-13,Copenhagen,Mobile Desk,Email & Documents,18–29,Centre device,19.2,57.8,Yes,No,4.1,Volunteer,Yes,No,2026-02-13,2026-02,19.2,57.8,4.1,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0350,2026-02-18,Aalborg,Mobile Desk,Email & Documents,30–44,Phone support,0.0,42.0,No,No,4.8,Advisor,No,No,2026-02-18,2026-02,0.0,42.0,4.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0351,2026-02-23,Odense,Mobile Desk,Digital ID,45–59,Own device,23.9,31.0,No,Yes,3.3,Librarian,No,Yes,2026-02-23,2026-02,23.9,31.0,3.3,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0352,2026-02-01,Aarhus,Mobile Desk,Digital ID,60+,Centre device,13.4,61.7,Yes,No,4.3,Volunteer,Yes,No,2026-02-01,2026-02,13.4,61.7,4.3,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0353,2026-02-06,Copenhagen,Library Hub,Digital ID,18–29,Own device,0.0,41.8,Yes,No,4.7,Advisor,Yes,No,2026-02-06,2026-02,0.0,41.8,4.7,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0354,2026-02-11,Aalborg,Library Hub,Digital ID,30–44,Centre device,15.7,31.6,Yes,No,3.6,Librarian,Yes,No,2026-02-11,2026-02,15.7,31.6,3.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0355,2026-02-16,Odense,Library Hub,Digital ID,45–59,Phone support,20.3,35.6,Yes,No,3.8,Volunteer,Yes,No,2026-02-16,2026-02,20.3,35.6,3.8,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0356,2026-02-21,Aarhus,Library Hub,Online Benefits,60+,Own device,15.7,66.1,Yes,No,3.5,Advisor,Yes,No,2026-02-21,2026-02,15.7,66.1,3.5,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0357,2026-02-26,Copenhagen,Citizen Centre,Online Benefits,18–29,Centre device,11.0,49.9,No,No,3.9,Librarian,No,No,2026-02-26,2026-02,11.0,49.9,3.9,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0358,2026-02-04,Aalborg,Citizen Centre,Online Benefits,30–44,Phone support,13.0,61.6,Yes,No,4.5,Volunteer,Yes,No,2026-02-04,2026-02,13.0,61.6,4.5,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0359,2026-02-09,Odense,Citizen Centre,Online Benefits,45–59,Own device,5.1,50.3,Yes,No,4.6,Advisor,Yes,No,2026-02-09,2026-02,5.1,50.3,4.6,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0360,2026-02-14,Aarhus,Citizen Centre,Online Benefits,60+,Centre device,13.1,58.3,Yes,No,4.1,Librarian,Yes,No,2026-02-14,2026-02,13.1,58.3,4.1,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0361,2026-03-19,Copenhagen,Community Lab,Job Portal,18–29,Phone support,10.6,48.3,Yes,No,4.2,Volunteer,Yes,No,2026-03-19,2026-03,10.6,48.3,4.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0362,2026-03-24,Aalborg,Community Lab,Job Portal,30–44,Own device,25.5,65.5,No,Yes,2.5,Advisor,No,Yes,2026-03-24,2026-03,25.5,65.5,2.5,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0363,2026-03-02,Odense,Community Lab,Job Portal,45–59,Centre device,10.6,54.5,Yes,No,5.0,Librarian,Yes,No,2026-03-02,2026-03,10.6,54.5,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0364,2026-03-07,Aarhus,Community Lab,Job Portal,60+,Own device,5.2,39.4,Yes,No,4.6,Volunteer,Yes,No,2026-03-07,2026-03,5.2,39.4,4.6,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0365,2026-03-12,Copenhagen,Mobile Desk,Job Portal,18–29,Centre device,21.4,56.6,No,Yes,3.5,Advisor,No,Yes,2026-03-12,2026-03,21.4,56.6,3.5,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0366,2026-03-17,Aalborg,Mobile Desk,Health Booking,30–44,Phone support,10.8,47.6,Yes,No,3.4,Librarian,Yes,No,2026-03-17,2026-03,10.8,47.6,3.4,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0367,2026-03-22,Odense,Mobile Desk,Health Booking,45–59,Own device,13.0,54.9,Yes,No,4.7,Volunteer,Yes,No,2026-03-22,2026-03,13.0,54.9,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0368,2026-03-27,Aarhus,Mobile Desk,Health Booking,60+,Centre device,18.2,47.2,No,No,3.4,Advisor,No,No,2026-03-27,2026-03,18.2,47.2,3.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0369,2026-03-05,Copenhagen,Library Hub,Health Booking,18–29,Phone support,22.0,28.6,No,Yes,3.2,Librarian,No,Yes,2026-03-05,2026-03,22.0,28.6,3.2,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0370,2026-03-10,Aalborg,Library Hub,Health Booking,30–44,Own device,0.0,24.4,Yes,No,5.0,Volunteer,Yes,No,2026-03-10,2026-03,0.0,24.4,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0371,2026-03-15,Odense,Library Hub,Email & Documents,45–59,Centre device,5.6,31.0,No,Yes,3.9,Advisor,No,Yes,2026-03-15,2026-03,5.6,31.0,3.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0372,2026-03-20,Aarhus,Library Hub,Email & Documents,60+,Phone support,9.3,30.6,Yes,No,4.5,Librarian,Yes,No,2026-03-20,2026-03,9.3,30.6,4.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0373,2026-03-25,Copenhagen,Citizen Centre,Email & Documents,18–29,Own device,8.9,39.1,No,Yes,4.8,Volunteer,No,Yes,2026-03-25,2026-03,8.9,39.1,4.8,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0374,2026-03-03,Aalborg,Citizen Centre,Email & Documents,30–44,Centre device,23.0,44.4,Yes,No,2.9,Advisor,Yes,No,2026-03-03,2026-03,23.0,44.4,2.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0375,2026-03-08,Odense,Citizen Centre,Email & Documents,45–59,Own device,9.6,58.5,Yes,No,4.1,Librarian,Yes,No,2026-03-08,2026-03,9.6,58.5,4.1,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0376,2026-03-13,Aarhus,Citizen Centre,Digital ID,60+,Centre device,11.5,44.7,Yes,No,4.1,Volunteer,Yes,No,2026-03-13,2026-03,11.5,44.7,4.1,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0377,2026-03-18,Copenhagen,Community Lab,Digital ID,18–29,Phone support,25.2,48.8,Yes,No,3.8,Advisor,Yes,No,2026-03-18,2026-03,25.2,48.8,3.8,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0378,2026-03-23,Aalborg,Community Lab,Digital ID,30–44,Own device,19.9,63.7,Yes,No,4.6,Librarian,Yes,No,2026-03-23,2026-03,19.9,63.7,4.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0379,2026-04-01,Odense,Community Lab,Digital ID,45–59,Centre device,14.5,16.6,No,No,2.9,Volunteer,No,No,2026-04-01,2026-04,14.5,16.6,2.9,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0380,2026-04-06,Aarhus,Community Lab,Digital ID,60+,Phone support,13.4,30.6,Yes,No,3.7,Advisor,Yes,No,2026-04-06,2026-04,13.4,30.6,3.7,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0381,2026-04-11,Copenhagen,Mobile Desk,Online Benefits,18–29,Own device,16.7,40.6,Yes,No,3.4,Librarian,Yes,No,2026-04-11,2026-04,16.7,40.6,3.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0382,2026-04-16,Aalborg,Mobile Desk,Online Benefits,30–44,Centre device,12.7,40.2,Yes,No,3.8,Volunteer,Yes,No,2026-04-16,2026-04,12.7,40.2,3.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0383,2026-04-21,Odense,Mobile Desk,Online Benefits,45–59,Phone support,9.9,23.8,Yes,No,5.0,Advisor,Yes,No,2026-04-21,2026-04,9.9,23.8,5.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0384,2026-04-26,Aarhus,Mobile Desk,Online Benefits,60+,Own device,0.9,43.9,No,Yes,4.5,Librarian,No,Yes,2026-04-26,2026-04,0.9,43.9,4.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0385,2026-04-04,Copenhagen,Library Hub,Online Benefits,18–29,Centre device,15.9,28.3,Yes,No,3.8,Volunteer,Yes,No,2026-04-04,2026-04,15.9,28.3,3.8,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0386,2026-04-09,Aalborg,Library Hub,Job Portal,30–44,Own device,0.0,47.8,Yes,No,4.5,Advisor,Yes,No,2026-04-09,2026-04,0.0,47.8,4.5,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0387,2026-04-14,Odense,Library Hub,Job Portal,45–59,Centre device,10.4,31.3,Yes,No,4.3,Librarian,Yes,No,2026-04-14,2026-04,10.4,31.3,4.3,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0388,2026-04-19,Aarhus,Library Hub,Job Portal,60+,Phone support,0.0,23.4,Yes,No,5.0,Volunteer,Yes,No,2026-04-19,2026-04,0.0,23.4,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0389,2026-04-24,Copenhagen,Citizen Centre,Job Portal,18–29,Own device,0.0,27.9,No,No,5.0,Advisor,No,No,2026-04-24,2026-04,0.0,27.9,5.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0390,2026-04-02,Aalborg,Citizen Centre,Job Portal,30–44,Centre device,24.8,37.9,No,Yes,3.1,Librarian,No,Yes,2026-04-02,2026-04,24.8,37.9,3.1,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0391,2026-04-07,Odense,Citizen Centre,Health Booking,45–59,Phone support,18.6,26.9,Yes,No,2.8,Volunteer,Yes,No,2026-04-07,2026-04,18.6,26.9,2.8,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0392,2026-04-12,Aarhus,Citizen Centre,Health Booking,60+,Own device,4.7,14.9,No,No,3.7,Advisor,No,No,2026-04-12,2026-04,4.7,14.9,3.7,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0393,2026-04-17,Copenhagen,Community Lab,Health Booking,18–29,Centre device,6.4,22.4,No,No,5.0,Librarian,No,No,2026-04-17,2026-04,6.4,22.4,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0394,2026-04-22,Aalborg,Community Lab,Health Booking,30–44,Phone support,5.0,42.2,No,No,4.7,Volunteer,No,No,2026-04-22,2026-04,5.0,42.2,4.7,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0395,2026-04-27,Odense,Community Lab,Health Booking,45–59,Own device,6.3,46.3,Yes,No,4.8,Advisor,Yes,No,2026-04-27,2026-04,6.3,46.3,4.8,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0396,2026-04-05,Aarhus,Community Lab,Email & Documents,60+,Centre device,15.4,51.4,No,No,3.6,Librarian,No,No,2026-04-05,2026-04,15.4,51.4,3.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0397,2026-05-10,Copenhagen,Mobile Desk,Email & Documents,18–29,Own device,6.5,43.7,Yes,No,4.3,Volunteer,Yes,No,2026-05-10,2026-05,6.5,43.7,4.3,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0398,2026-05-15,Aalborg,Mobile Desk,Email & Documents,30–44,Centre device,22.0,25.6,Yes,No,4.0,Advisor,Yes,No,2026-05-15,2026-05,22.0,25.6,4.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0399,2026-05-20,Odense,Mobile Desk,Email & Documents,45–59,Phone support,7.8,43.4,Yes,No,4.9,Librarian,Yes,No,2026-05-20,2026-05,7.8,43.4,4.9,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0400,2026-05-25,Aarhus,Mobile Desk,Email & Documents,60+,Own device,6.5,25.4,Yes,No,4.4,Volunteer,Yes,No,2026-05-25,2026-05,6.5,25.4,4.4,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0401,2026-05-03,Copenhagen,Library Hub,Digital ID,18–29,Centre device,19.3,49.0,Yes,No,3.7,Advisor,Yes,No,2026-05-03,2026-05,19.3,49.0,3.7,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0402,2026-05-08,Aalborg,Library Hub,Digital ID,30–44,Phone support,12.4,41.1,Yes,No,4.2,Librarian,Yes,No,2026-05-08,2026-05,12.4,41.1,4.2,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0403,2026-05-13,Odense,Library Hub,Digital ID,45–59,Own device,11.1,24.1,Yes,No,4.7,Volunteer,Yes,No,2026-05-13,2026-05,11.1,24.1,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0404,2026-05-18,Aarhus,Library Hub,Digital ID,60+,Centre device,14.0,33.1,Yes,No,4.4,Advisor,Yes,No,2026-05-18,2026-05,14.0,33.1,4.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0405,2026-05-23,Copenhagen,Citizen Centre,Digital ID,18–29,Phone support,25.3,56.6,Yes,No,3.0,Librarian,Yes,No,2026-05-23,2026-05,25.3,56.6,3.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0406,2026-05-01,Aalborg,Citizen Centre,Online Benefits,30–44,Own device,9.9,56.6,No,Yes,3.4,Volunteer,No,Yes,2026-05-01,2026-05,9.9,56.6,3.4,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0407,2026-05-06,Odense,Citizen Centre,Online Benefits,45–59,Centre device,18.9,8.0,Yes,No,3.3,Advisor,Yes,No,2026-05-06,2026-05,18.9,8.0,3.3,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0408,2026-05-11,Aarhus,Citizen Centre,Online Benefits,60+,Own device,17.6,59.6,Yes,No,3.5,Librarian,Yes,No,2026-05-11,2026-05,17.6,59.6,3.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0409,2026-05-16,Copenhagen,Community Lab,Online Benefits,18–29,Centre device,11.7,37.0,Yes,No,4.1,Volunteer,Yes,No,2026-05-16,2026-05,11.7,37.0,4.1,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0410,2026-05-21,Aalborg,Community Lab,Online Benefits,30–44,Phone support,25.7,24.7,Yes,No,3.4,Advisor,Yes,No,2026-05-21,2026-05,25.7,24.7,3.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0411,2026-05-26,Odense,Community Lab,Job Portal,45–59,Own device,11.3,37.1,Yes,No,4.2,Librarian,Yes,No,2026-05-26,2026-05,11.3,37.1,4.2,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0412,2026-05-04,Aarhus,Community Lab,Job Portal,60+,Centre device,22.1,54.0,Yes,No,3.8,Volunteer,Yes,No,2026-05-04,2026-05,22.1,54.0,3.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0413,2026-05-09,Copenhagen,Mobile Desk,Job Portal,18–29,Phone support,0.8,94.1,Yes,No,5.0,Advisor,Yes,No,2026-05-09,2026-05,0.8,94.1,5.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0414,2026-05-14,Aalborg,Mobile Desk,Job Portal,30–44,Own device,11.0,38.7,Yes,No,4.1,Librarian,Yes,No,2026-05-14,2026-05,11.0,38.7,4.1,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0415,2026-06-19,Odense,Mobile Desk,Job Portal,45–59,Centre device,22.4,67.9,Yes,No,3.2,Volunteer,Yes,No,2026-06-19,2026-06,22.4,67.9,3.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0416,2026-06-24,Aarhus,Mobile Desk,Health Booking,60+,Phone support,0.5,69.4,Yes,No,5.0,Advisor,Yes,No,2026-06-24,2026-06,0.5,69.4,5.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0417,2026-06-02,Copenhagen,Library Hub,Health Booking,18–29,Own device,0.0,57.9,Yes,No,4.0,Librarian,Yes,No,2026-06-02,2026-06,0.0,57.9,4.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0418,2026-06-07,Aalborg,Library Hub,Health Booking,30–44,Centre device,25.7,36.0,Yes,No,2.8,Volunteer,Yes,No,2026-06-07,2026-06,25.7,36.0,2.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0419,2026-06-12,Odense,Library Hub,Health Booking,45–59,Own device,19.0,23.4,No,Yes,3.2,Advisor,No,Yes,2026-06-12,2026-06,19.0,23.4,3.2,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0420,2026-06-17,Aarhus,Library Hub,Health Booking,60+,Centre device,12.8,32.1,No,Yes,4.0,Librarian,No,Yes,2026-06-17,2026-06,12.8,32.1,4.0,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0421,2026-06-22,Copenhagen,Citizen Centre,Email & Documents,18–29,Phone support,0.0,21.4,No,Yes,4.7,Volunteer,No,Yes,2026-06-22,2026-06,0.0,21.4,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0422,2026-06-27,Aalborg,Citizen Centre,Email & Documents,30–44,Own device,1.4,36.9,Yes,No,4.1,Advisor,Yes,No,2026-06-27,2026-06,1.4,36.9,4.1,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0423,2026-06-05,Odense,Citizen Centre,Email & Documents,45–59,Centre device,27.7,37.6,Yes,No,2.8,Librarian,Yes,No,2026-06-05,2026-06,27.7,37.6,2.8,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0424,2026-06-10,Aarhus,Citizen Centre,Email & Documents,60+,Phone support,11.6,43.4,Yes,No,4.0,Volunteer,Yes,No,2026-06-10,2026-06,11.6,43.4,4.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0425,2026-06-15,Copenhagen,Community Lab,Email & Documents,18–29,Own device,0.0,39.1,Yes,No,3.9,Advisor,Yes,No,2026-06-15,2026-06,0.0,39.1,3.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0426,2026-06-20,Aalborg,Community Lab,Digital ID,30–44,Centre device,9.4,45.6,Yes,No,4.4,Librarian,Yes,No,2026-06-20,2026-06,9.4,45.6,4.4,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0427,2026-06-25,Odense,Community Lab,Digital ID,45–59,Phone support,9.9,45.3,Yes,No,4.1,Volunteer,Yes,No,2026-06-25,2026-06,9.9,45.3,4.1,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
