task_id,task_date,city,organisation_unit,task_type,execution_mode,minutes_spent,errors_found,human_review,outcome,confidence_rating,staff_sentiment,tool_version,human_review_clean,task_date_clean,report_month,minutes_spent_clean,errors_found_clean,confidence_rating_clean,flag_invalid_minutes,flag_invalid_errors,flag_invalid_confidence,flag_invalid_date,flag_high_error_no_review,flag_repeated_id,comment_raw,comment_clean
TASK-0338,2026-05-13,Aalborg,HR,Email Triage,AI-assisted,6.6,3,No,Completed,2.5,Concerned,v1.1,No,2026-05-13,2026-05,6.6,3.0,2.5,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0339,2026-05-16,Odense,HR,Email Triage,Manual,48.0,1,No,Completed,4.4,Positive,v1.2,No,2026-05-16,2026-05,48.0,1.0,4.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0340,2026-05-19,Aarhus,HR,Email Triage,Automated,15.0,5,No,Needs correction,2.0,Concerned,v1.0,No,2026-05-19,2026-05,15.0,5.0,2.0,No,No,No,No,Yes,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0341,2026-06-22,Copenhagen,Procurement,Data Entry,AI-assisted,35.1,1,No,Completed,4.2,Positive,v1.1,No,2026-06-22,2026-06,35.1,1.0,4.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0342,2026-06-25,Aalborg,Procurement,Data Entry,Manual,62.3,2,No,Completed,2.5,Concerned,v1.2,No,2026-06-25,2026-06,62.3,2.0,2.5,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0343,2026-06-01,Odense,Procurement,Data Entry,AI-assisted,30.6,2,Yes,Completed,3.1,Neutral,v1.0,Yes,2026-06-01,2026-06,30.6,2.0,3.1,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0344,2026-06-04,Aarhus,Procurement,Data Entry,Manual,30.2,2,No,Completed,3.7,Neutral,v1.1,No,2026-06-04,2026-06,30.2,2.0,3.7,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0345,2026-06-07,Copenhagen,Procurement,Document Check,Automated,13.8,3,Yes,Completed,2.8,Concerned,v1.2,Yes,2026-06-07,2026-06,13.8,3.0,2.8,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0346,2026-06-10,Aalborg,Communications,Document Check,AI-assisted,20.7,2,No,Completed,3.0,Neutral,v1.0,No,2026-06-10,2026-06,20.7,2.0,3.0,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0347,2026-06-13,Odense,Communications,Document Check,Manual,44.4,3,No,Completed,2.3,Concerned,v1.1,No,2026-06-13,2026-06,44.4,3.0,2.3,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0348,2026-06-16,Aarhus,Communications,Document Check,Automated,37.7,0,No,Completed,4.4,Positive,v1.2,No,2026-06-16,2026-06,37.7,0.0,4.4,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0349,2026-06-19,Copenhagen,Communications,Scheduling,AI-assisted,23.6,1,Yes,Completed,4.1,Positive,v1.0,Yes,2026-06-19,2026-06,23.6,1.0,4.1,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0350,2026-06-22,Aalborg,Communications,Scheduling,Manual,53.1,0,No,Completed,4.8,Positive,v1.1,No,2026-06-22,2026-06,53.1,0.0,4.8,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0351,2026-06-25,Odense,Finance,Scheduling,Automated,20.4,2,Yes,Completed,3.9,Neutral,v1.2,Yes,2026-06-25,2026-06,20.4,2.0,3.9,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0352,2026-06-01,Aarhus,Finance,Scheduling,Manual,34.8,1,No,Completed,4.0,Positive,v1.0,No,2026-06-01,2026-06,34.8,1.0,4.0,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0353,2026-06-04,Copenhagen,Finance,Status Update,Automated,9.1,3,Yes,Completed,2.3,Concerned,v1.1,Yes,2026-06-04,2026-06,9.1,3.0,2.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0354,2026-06-07,Aalborg,Finance,Status Update,AI-assisted,15.2,2,Yes,Completed,3.4,Neutral,v1.2,Yes,2026-06-07,2026-06,15.2,2.0,3.4,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0355,2026-06-10,Odense,Finance,Status Update,Manual,55.8,2,No,Completed,2.4,Concerned,v1.0,No,2026-06-10,2026-06,55.8,2.0,2.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0356,2026-06-13,Aarhus,Citizen Services,Status Update,Automated,24.7,3,Yes,Completed,3.2,Neutral,v1.1,Yes,2026-06-13,2026-06,24.7,3.0,3.2,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0357,2026-06-16,Copenhagen,Citizen Services,Email Triage,AI-assisted,25.0,1,No,Completed,4.2,Positive,v1.2,No,2026-06-16,2026-06,25.0,1.0,4.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0358,2026-06-19,Aalborg,Citizen Services,Email Triage,Manual,52.8,2,No,Completed,3.5,Neutral,v1.0,No,2026-06-19,2026-06,52.8,2.0,3.5,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0359,2026-06-22,Odense,Citizen Services,Email Triage,Automated,29.4,2,No,Completed,3.0,Neutral,v1.1,No,2026-06-22,2026-06,29.4,2.0,3.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0360,2026-06-25,Aarhus,Citizen Services,Email Triage,AI-assisted,11.0,2,Yes,Completed,3.0,Neutral,v1.2,Yes,2026-06-25,2026-06,11.0,2.0,3.0,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0361,2026-01-01,Copenhagen,HR,Data Entry,Automated,38.1,2,Yes,Completed,3.3,Neutral,v1.0,Yes,2026-01-01,2026-01,38.1,2.0,3.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0362,2026-01-04,Aalborg,HR,Data Entry,AI-assisted,5.1,2,Yes,Completed,3.5,Neutral,v1.1,Yes,2026-01-04,2026-01,5.1,2.0,3.5,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0363,2026-01-07,Odense,HR,Data Entry,Manual,77.2,1,No,Completed,3.6,Neutral,v1.2,No,2026-01-07,2026-01,77.2,1.0,3.6,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0364,2026-01-10,Aarhus,HR,Data Entry,Automated,13.3,1,Yes,Completed,4.1,Positive,v1.0,Yes,2026-01-10,2026-01,13.3,1.0,4.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0365,2026-01-13,Copenhagen,HR,Document Check,AI-assisted,22.4,2,Yes,Completed,3.8,Neutral,v1.1,Yes,2026-01-13,2026-01,22.4,2.0,3.8,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0366,2026-01-16,Aalborg,Procurement,Document Check,Manual,57.3,1,No,Completed,3.2,Neutral,v1.2,No,2026-01-16,2026-01,57.3,1.0,3.2,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0367,2026-01-19,Odense,Procurement,Document Check,Automated,12.1,3,No,Completed,2.9,Concerned,v1.0,No,2026-01-19,2026-01,12.1,3.0,2.9,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0368,2026-01-22,Aarhus,Procurement,Document Check,AI-assisted,47.1,2,Yes,Completed,3.6,Neutral,v1.1,Yes,2026-01-22,2026-01,47.1,2.0,3.6,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0369,2026-01-25,Copenhagen,Procurement,Scheduling,Manual,54.5,1,No,Completed,4.1,Positive,v1.2,No,2026-01-25,2026-01,54.5,1.0,4.1,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0370,2026-01-01,Aalborg,Procurement,Scheduling,AI-assisted,33.4,2,No,Completed,3.7,Neutral,v1.0,No,2026-01-01,2026-01,33.4,2.0,3.7,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0371,2026-01-04,Odense,Communications,Scheduling,Manual,52.4,3,No,Completed,3.2,Neutral,v1.1,No,2026-01-04,2026-01,52.4,3.0,3.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0372,2026-01-07,Aarhus,Communications,Scheduling,Automated,26.8,2,Yes,Completed,3.2,Neutral,v1.2,Yes,2026-01-07,2026-01,26.8,2.0,3.2,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0373,2026-01-10,Copenhagen,Communications,Status Update,AI-assisted,24.8,2,Yes,Completed,3.2,Neutral,v1.0,Yes,2026-01-10,2026-01,24.8,2.0,3.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0374,2026-01-13,Aalborg,Communications,Status Update,Manual,45.1,2,No,Completed,3.8,Neutral,v1.1,No,2026-01-13,2026-01,45.1,2.0,3.8,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0375,2026-01-16,Odense,Communications,Status Update,Automated,16.8,2,Yes,Completed,3.0,Neutral,v1.2,Yes,2026-01-16,2026-01,16.8,2.0,3.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0376,2026-01-19,Aarhus,Finance,Status Update,AI-assisted,18.9,2,Yes,Completed,2.7,Concerned,v1.0,Yes,2026-01-19,2026-01,18.9,2.0,2.7,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0377,2026-01-22,Copenhagen,Finance,Email Triage,Manual,39.3,0,No,Completed,5.0,Positive,v1.1,No,2026-01-22,2026-01,39.3,0.0,5.0,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0378,2026-01-25,Aalborg,Finance,Email Triage,Automated,27.1,2,Yes,Completed,2.7,Concerned,v1.2,Yes,2026-01-25,2026-01,27.1,2.0,2.7,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0379,2026-01-01,Odense,Finance,Email Triage,Manual,45.8,0,No,Completed,4.3,Positive,v1.0,No,2026-01-01,2026-01,45.8,0.0,4.3,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0380,2026-01-04,Aarhus,Finance,Email Triage,Automated,2.0,1,No,Completed,4.3,Positive,v1.1,No,2026-01-04,2026-01,2.0,1.0,4.3,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0381,2026-02-07,Copenhagen,Citizen Services,Data Entry,AI-assisted,29.9,1,No,Completed,3.6,Neutral,v1.2,No,2026-02-07,2026-02,29.9,1.0,3.6,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0382,2026-02-10,Aalborg,Citizen Services,Data Entry,Manual,62.7,1,No,Completed,4.1,Positive,v1.0,No,2026-02-10,2026-02,62.7,1.0,4.1,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0383,2026-02-13,Odense,Citizen Services,Data Entry,Automated,30.9,4,Yes,Needs correction,2.4,Concerned,v1.1,Yes,2026-02-13,2026-02,30.9,4.0,2.4,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0384,2026-02-16,Aarhus,Citizen Services,Data Entry,AI-assisted,17.9,1,Yes,Completed,3.6,Neutral,v1.2,Yes,2026-02-16,2026-02,17.9,1.0,3.6,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0385,2026-02-19,Copenhagen,Citizen Services,Document Check,Manual,49.0,0,No,Completed,4.3,Positive,v1.0,No,2026-02-19,2026-02,49.0,0.0,4.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0386,2026-02-22,Aalborg,HR,Document Check,Automated,33.6,0,Yes,Completed,4.7,Positive,v1.1,Yes,2026-02-22,2026-02,33.6,0.0,4.7,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0387,2026-02-25,Odense,HR,Document Check,AI-assisted,27.3,4,Yes,Needs correction,2.2,Concerned,v1.2,Yes,2026-02-25,2026-02,27.3,4.0,2.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0388,2026-02-01,Aarhus,HR,Document Check,Automated,24.6,3,No,Completed,2.8,Concerned,v1.0,No,2026-02-01,2026-02,24.6,3.0,2.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0389,2026-02-04,Copenhagen,HR,Scheduling,AI-assisted,35.4,1,Yes,Completed,3.9,Neutral,v1.1,Yes,2026-02-04,2026-02,35.4,1.0,3.9,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0390,2026-02-07,Aalborg,HR,Scheduling,Manual,49.1,1,No,Completed,4.1,Positive,v1.2,No,2026-02-07,2026-02,49.1,1.0,4.1,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0391,2026-02-10,Odense,Procurement,Scheduling,Automated,30.1,3,Yes,Completed,2.7,Concerned,v1.0,Yes,2026-02-10,2026-02,30.1,3.0,2.7,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0392,2026-02-13,Aarhus,Procurement,Scheduling,AI-assisted,17.1,2,Yes,Completed,3.0,Neutral,v1.1,Yes,2026-02-13,2026-02,17.1,2.0,3.0,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0393,2026-02-16,Copenhagen,Procurement,Status Update,Manual,47.3,1,No,Completed,4.1,Positive,v1.2,No,2026-02-16,2026-02,47.3,1.0,4.1,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0394,2026-02-19,Aalborg,Procurement,Status Update,Automated,34.0,2,No,Completed,3.5,Neutral,v1.0,No,2026-02-19,2026-02,34.0,2.0,3.5,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0395,2026-02-22,Odense,Procurement,Status Update,AI-assisted,15.7,3,Yes,Completed,3.2,Neutral,v1.1,Yes,2026-02-22,2026-02,15.7,3.0,3.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0396,2026-02-25,Aarhus,Communications,Status Update,Manual,44.2,2,No,Completed,4.1,Positive,v1.2,No,2026-02-25,2026-02,44.2,2.0,4.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0397,2026-02-01,Copenhagen,Communications,Email Triage,AI-assisted,6.1,2,Yes,Completed,3.5,Neutral,v1.0,Yes,2026-02-01,2026-02,6.1,2.0,3.5,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0398,2026-02-04,Aalborg,Communications,Email Triage,Manual,34.3,1,No,Completed,4.2,Positive,v1.1,No,2026-02-04,2026-02,34.3,1.0,4.2,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0399,2026-02-07,Odense,Communications,Email Triage,Automated,32.8,4,Yes,Needs correction,2.7,Concerned,v1.2,Yes,2026-02-07,2026-02,32.8,4.0,2.7,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0400,2026-02-10,Aarhus,Communications,Email Triage,AI-assisted,41.6,3,Yes,Completed,2.6,Concerned,v1.0,Yes,2026-02-10,2026-02,41.6,3.0,2.6,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0401,2026-03-13,Copenhagen,Finance,Data Entry,Manual,38.4,0,No,Completed,4.7,Positive,v1.1,No,2026-03-13,2026-03,38.4,0.0,4.7,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0402,2026-03-16,Aalborg,Finance,Data Entry,Automated,15.7,1,Yes,Completed,4.0,Positive,v1.2,Yes,2026-03-16,2026-03,15.7,1.0,4.0,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0403,2026-03-19,Odense,Finance,Data Entry,AI-assisted,26.9,2,No,Completed,3.4,Neutral,v1.0,No,2026-03-19,2026-03,26.9,2.0,3.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0404,2026-03-22,Aarhus,Finance,Data Entry,Manual,42.5,1,No,Completed,3.8,Neutral,v1.1,No,2026-03-22,2026-03,42.5,1.0,3.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0405,2026-03-25,Copenhagen,Finance,Document Check,Automated,18.4,0,Yes,Completed,4.2,Positive,v1.2,Yes,2026-03-25,2026-03,18.4,0.0,4.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0406,2026-03-01,Aalborg,Citizen Services,Document Check,Manual,52.4,2,No,Completed,2.9,Concerned,v1.0,No,2026-03-01,2026-03,52.4,2.0,2.9,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0407,2026-03-04,Odense,Citizen Services,Document Check,Automated,26.0,3,No,Completed,2.4,Concerned,v1.1,No,2026-03-04,2026-03,26.0,3.0,2.4,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0408,2026-03-07,Aarhus,Citizen Services,Document Check,AI-assisted,16.8,1,No,Completed,3.7,Neutral,v1.2,No,2026-03-07,2026-03,16.8,1.0,3.7,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0409,2026-03-10,Copenhagen,Citizen Services,Scheduling,Manual,62.0,3,No,Completed,2.8,Concerned,v1.0,No,2026-03-10,2026-03,62.0,3.0,2.8,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0410,2026-03-13,Aalborg,Citizen Services,Scheduling,Automated,22.3,1,Yes,Completed,3.9,Neutral,v1.1,Yes,2026-03-13,2026-03,22.3,1.0,3.9,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0411,2026-03-16,Odense,HR,Scheduling,AI-assisted,39.0,0,No,Completed,4.4,Positive,v1.2,No,2026-03-16,2026-03,39.0,0.0,4.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0412,2026-03-19,Aarhus,HR,Scheduling,Manual,60.9,2,No,Completed,3.8,Neutral,v1.0,No,2026-03-19,2026-03,60.9,2.0,3.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0413,2026-03-22,Copenhagen,HR,Status Update,Automated,25.6,3,Yes,Completed,3.4,Neutral,v1.1,Yes,2026-03-22,2026-03,25.6,3.0,3.4,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0414,2026-03-25,Aalborg,HR,Status Update,AI-assisted,19.7,1,Yes,Completed,3.2,Neutral,v1.2,Yes,2026-03-25,2026-03,19.7,1.0,3.2,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0415,2026-03-01,Odense,HR,Status Update,Automated,24.1,1,Yes,Completed,4.8,Positive,v1.0,Yes,2026-03-01,2026-03,24.1,1.0,4.8,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0416,2026-03-04,Aarhus,Procurement,Status Update,AI-assisted,20.0,0,No,Completed,4.9,Positive,v1.1,No,2026-03-04,2026-03,20.0,0.0,4.9,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0417,2026-03-07,Copenhagen,Procurement,Email Triage,Manual,37.9,3,No,Completed,2.9,Concerned,v1.2,No,2026-03-07,2026-03,37.9,3.0,2.9,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0418,2026-03-10,Aalborg,Procurement,Email Triage,Automated,2.0,4,Yes,Needs correction,2.7,Concerned,v1.0,Yes,2026-03-10,2026-03,2.0,4.0,2.7,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0419,2026-03-13,Odense,Procurement,Email Triage,AI-assisted,35.1,2,Yes,Completed,2.6,Concerned,v1.1,Yes,2026-03-13,2026-03,35.1,2.0,2.6,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0420,2026-03-16,Aarhus,Procurement,Email Triage,Manual,30.1,0,No,Completed,4.8,Positive,v1.2,No,2026-03-16,2026-03,30.1,0.0,4.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0421,2026-04-19,Copenhagen,Communications,Data Entry,Automated,17.0,1,No,Completed,4.6,Positive,v1.0,No,2026-04-19,2026-04,17.0,1.0,4.6,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0422,2026-04-22,Aalborg,Communications,Data Entry,AI-assisted,33.9,1,Yes,Completed,4.0,Positive,v1.1,Yes,2026-04-22,2026-04,33.9,1.0,4.0,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0423,2026-04-25,Odense,Communications,Data Entry,Manual,49.9,0,No,Completed,3.9,Neutral,v1.2,No,2026-04-25,2026-04,49.9,0.0,3.9,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0424,2026-04-01,Aarhus,Communications,Data Entry,AI-assisted,19.5,3,No,Completed,2.7,Concerned,v1.0,No,2026-04-01,2026-04,19.5,3.0,2.7,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0425,2026-04-04,Copenhagen,Communications,Document Check,Manual,62.4,2,No,Completed,3.3,Neutral,v1.1,No,2026-04-04,2026-04,62.4,2.0,3.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0426,2026-04-07,Aalborg,Finance,Document Check,Automated,26.9,0,No,Completed,4.6,Positive,v1.2,No,2026-04-07,2026-04,26.9,0.0,4.6,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0427,2026-04-10,Odense,Finance,Document Check,AI-assisted,22.4,2,Yes,Completed,3.2,Neutral,v1.0,Yes,2026-04-10,2026-04,22.4,2.0,3.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0428,2026-04-13,Aarhus,Finance,Document Check,Manual,54.3,2,No,Completed,3.1,Neutral,v1.1,No,2026-04-13,2026-04,54.3,2.0,3.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0429,2026-04-16,Copenhagen,Finance,Scheduling,Automated,12.1,1,Yes,Completed,3.8,Neutral,v1.2,Yes,2026-04-16,2026-04,12.1,1.0,3.8,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0430,2026-04-19,Aalborg,Finance,Scheduling,AI-assisted,31.8,0,No,Completed,4.8,Positive,v1.0,No,2026-04-19,2026-04,31.8,0.0,4.8,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0431,2026-04-22,Odense,Citizen Services,Scheduling,Manual,29.9,1,No,Completed,4.6,Positive,v1.1,No,2026-04-22,2026-04,29.9,1.0,4.6,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0432,2026-04-25,Aarhus,Citizen Services,Scheduling,Automated,16.4,3,Yes,Completed,3.5,Neutral,v1.2,Yes,2026-04-25,2026-04,16.4,3.0,3.5,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0433,2026-04-01,Copenhagen,Citizen Services,Status Update,Manual,35.8,2,No,Completed,3.0,Neutral,v1.0,No,2026-04-01,2026-04,35.8,2.0,3.0,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0434,2026-04-04,Aalborg,Citizen Services,Status Update,Automated,33.2,2,Yes,Completed,3.3,Neutral,v1.1,Yes,2026-04-04,2026-04,33.2,2.0,3.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0435,2026-04-07,Odense,Citizen Services,Status Update,AI-assisted,30.4,1,Yes,Completed,4.0,Positive,v1.2,Yes,2026-04-07,2026-04,30.4,1.0,4.0,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0436,2026-04-10,Aarhus,HR,Status Update,Manual,52.2,0,No,Completed,4.8,Positive,v1.0,No,2026-04-10,2026-04,52.2,0.0,4.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0437,2026-04-13,Copenhagen,HR,Email Triage,Automated,15.2,2,No,Completed,4.0,Positive,v1.1,No,2026-04-13,2026-04,15.2,2.0,4.0,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0438,2026-04-16,Aalborg,HR,Email Triage,AI-assisted,35.5,1,Yes,Completed,3.7,Neutral,v1.2,Yes,2026-04-16,2026-04,35.5,1.0,3.7,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0439,2026-04-19,Odense,HR,Email Triage,Manual,41.3,4,No,Needs correction,2.5,Concerned,v1.0,No,2026-04-19,2026-04,41.3,4.0,2.5,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0440,2026-04-22,Aarhus,HR,Email Triage,Automated,17.1,3,Yes,Completed,2.6,Concerned,v1.1,Yes,2026-04-22,2026-04,17.1,3.0,2.6,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0441,2026-05-25,Copenhagen,Procurement,Data Entry,AI-assisted,28.4,2,Yes,Completed,3.5,Neutral,v1.2,Yes,2026-05-25,2026-05,28.4,2.0,3.5,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0442,2026-05-01,Aalborg,Procurement,Data Entry,Automated,18.5,2,Yes,Completed,3.7,Neutral,v1.0,Yes,2026-05-01,2026-05,18.5,2.0,3.7,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0443,2026-05-04,Odense,Procurement,Data Entry,AI-assisted,20.2,3,Yes,Completed,3.4,Neutral,v1.1,Yes,2026-05-04,2026-05,20.2,3.0,3.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0444,2026-05-07,Aarhus,Procurement,Data Entry,Manual,39.8,0,No,Completed,3.8,Neutral,v1.2,No,2026-05-07,2026-05,39.8,0.0,3.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0445,2026-05-10,Copenhagen,Procurement,Document Check,Automated,30.1,1,Yes,Completed,4.0,Positive,v1.0,Yes,2026-05-10,2026-05,30.1,1.0,4.0,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0446,2026-05-13,Aalborg,Communications,Document Check,AI-assisted,26.8,4,Yes,Needs correction,2.3,Concerned,v1.1,Yes,2026-05-13,2026-05,26.8,4.0,2.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0447,2026-05-16,Odense,Communications,Document Check,Manual,52.9,2,No,Completed,3.9,Neutral,v1.2,No,2026-05-16,2026-05,52.9,2.0,3.9,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0448,2026-05-19,Aarhus,Communications,Document Check,Automated,26.8,1,Yes,Completed,3.9,Neutral,v1.0,Yes,2026-05-19,2026-05,26.8,1.0,3.9,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0449,2026-05-22,Copenhagen,Communications,Scheduling,AI-assisted,23.9,3,Yes,Completed,3.0,Neutral,v1.1,Yes,2026-05-22,2026-05,23.9,3.0,3.0,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0450,2026-05-25,Aalborg,Communications,Scheduling,Manual,39.4,4,No,Needs correction,2.8,Concerned,v1.2,No,2026-05-25,2026-05,39.4,4.0,2.8,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
